,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Province of Mantua,100,IT,1587401424,48,45.17,10.78,62.6,11.41
375,Quatre Cocos,75,MU,1587401424,78,-20.21,57.76,77.0,12.75
376,Vilela,99,PT,1587401425,8,41.23,-7.6,54.0,2.51
377,Yellandu,8,IN,1587401425,51,17.6,80.33,83.68,8.93
378,Lafiagi,43,NG,1587401425,40,8.87,5.42,91.4,6.8
379,Mezen',99,RU,1587401425,98,65.85,44.24,32.11,7.67
380,Manuk Mangkaw,17,PH,1587401426,69,4.8,119.85,83.97,2.37
381,Yulara,84,AU,1587401426,47,-25.24,130.99,75.2,9.17
382,Verkhnevilyuysk,94,RU,1587401427,96,63.45,120.32,20.77,3.36
383,Nikolayevsk-on-Amur,100,RU,1587401427,97,53.14,140.73,25.12,10.65
384,Iranshahr,75,IR,1587401427,35,27.2,60.68,86.0,11.41
385,Puerto López,4,CO,1587401428,42,4.08,-72.96,91.81,5.66
386,Mareeba,75,AU,1587401428,88,-17.0,145.43,78.8,6.93
387,Seminole,75,US,1587401428,83,28.71,-81.21,84.99,9.17
388,San Luis,0,AR,1587401429,26,-33.3,-66.34,81.34,1.45
389,Omaruru,98,NA,1587401429,24,-21.43,15.93,75.79,6.91
390,Boulsa,85,BF,1587401429,32,12.67,-0.58,93.4,4.65
391,Malanje,28,AO,1587401430,67,-9.54,16.34,67.37,3.22
392,Yambio,55,SS,1587401430,65,4.57,28.4,71.96,2.33
393,Beringovskiy,92,RU,1587401430,94,63.05,179.32,10.92,12.62
394,Kiomboi,85,TZ,1587401431,63,-4.27,34.37,63.01,5.68
395,Sault Ste. Marie,90,CA,1587401292,56,46.52,-84.33,42.8,10.29
396,Forsytheganj,57,BY,1587401431,68,52.63,29.73,39.6,8.03
397,Bathsheba,20,BB,1587401432,58,13.22,-59.52,86.0,21.92
398,Oussouye,0,SN,1587401432,69,12.48,-16.55,82.4,9.17
399,Taoudenni,0,ML,1587401432,11,22.68,-3.98,89.89,11.41
400,Zyryanka,99,RU,1587401433,85,65.75,150.85,7.03,0.78
401,Avera,75,US,1587401433,64,33.19,-82.53,71.6,16.11
402,Am Timan,46,TD,1587401433,10,11.03,20.28,91.72,5.21
403,Rundu,11,NA,1587401434,34,-17.93,19.77,80.6,4.7
404,Kudahuvadhoo,83,MV,1587401434,76,2.67,72.89,85.12,9.37
405,Baghdad,12,IQ,1587401181,28,33.34,44.4,82.4,5.82
406,Gondal,0,IN,1587401435,54,21.97,70.8,79.3,8.95
407,Candelaria,49,PH,1587401435,86,13.93,121.42,80.01,1.01
408,Ewo,39,CG,1587401436,69,-0.87,14.82,78.24,4.29
409,Terney,100,RU,1587401436,90,45.05,136.61,36.61,10.29
410,Flin Flon,20,CA,1587401436,48,54.77,-101.86,21.2,17.22
411,Wufeng,100,CN,1587401437,56,27.45,104.83,49.5,3.96
412,Alegrete,0,BR,1587401437,32,-29.78,-55.79,83.86,3.58
413,Philadelphia,90,US,1587401255,46,39.95,-75.16,55.99,9.17
414,Prince Albert,40,CA,1587401438,50,53.2,-105.77,33.8,16.11
415,Karratha,68,AU,1587401438,74,-20.74,116.85,80.42,10.16
416,Kyaikkami,25,MM,1587401438,74,16.08,97.57,82.92,7.31
417,Moerai,1,PF,1587401439,76,-22.43,-151.33,78.39,22.57
418,Codajás,17,BR,1587401439,49,-3.84,-62.06,91.81,2.04
419,Quryq,38,KZ,1587401439,65,43.2,51.65,57.87,12.44
420,Séguéla,98,CI,1587401440,44,7.96,-6.67,88.66,3.29
421,Hamilton,1,US,1587401417,44,39.18,-84.53,62.01,3.36
422,Valparaíso,97,CL,1587401421,60,-33.04,-71.63,69.8,6.93
423,Zyryanovsk,0,KZ,1587401441,54,49.74,84.27,45.91,5.37
424,Bodden Town,20,KY,1587401441,66,19.28,-81.25,87.8,12.75
425,Pankovka,70,RU,1587401441,78,58.5,31.2,37.89,4.99
426,Puerto Ayacucho,75,VE,1587401442,78,5.66,-67.62,82.4,16.11
427,Kitimat,99,CA,1587401442,86,54.05,-128.65,48.0,1.01
428,Bandarbeyla,70,SO,1587401442,78,9.49,50.81,82.96,14.63
429,Katobu,5,ID,1587401443,83,-4.94,122.53,75.99,1.63
430,Turukhansk,100,RU,1587401443,97,65.82,87.98,34.03,6.26
431,Palencia,99,ES,1587401443,66,42.42,-4.5,64.0,7.0
432,Skibbereen,75,IE,1587401444,62,51.55,-9.27,55.4,16.11
433,Xai-Xai,32,MZ,1587401444,84,-25.05,33.64,72.27,6.06
434,Rantauprapat,12,ID,1587401445,87,2.1,99.83,75.16,2.1
435,Lavrentiya,100,RU,1587401445,92,65.58,-171.0,15.39,6.64
436,Sabla,90,NG,1587401445,24,12.75,4.71,97.03,2.26
437,Niigata,75,JP,1587401446,87,37.9,139.02,52.0,3.36
438,Bogandé,60,BF,1587401446,34,12.97,-0.14,91.92,6.96
439,Westport,1,US,1587401447,43,41.14,-73.36,52.0,12.75
440,Rovenki,39,UA,1587401447,66,48.08,39.38,42.12,8.25
441,Uusikaupunki,77,FI,1587401447,84,60.8,21.41,46.4,6.93
442,Mucurapo,75,TT,1587401448,52,10.67,-61.53,89.6,16.11
443,Yuncheng,95,CN,1587401448,30,35.02,110.99,53.02,6.22
444,Lüderitz,10,NA,1587401448,68,-26.65,15.16,68.0,19.46
445,Monteiro,50,BR,1587401449,61,-7.89,-37.12,81.21,7.78
446,Aykhal,9,RU,1587401449,85,66.0,111.5,20.73,5.21
447,Achim,0,DE,1587401449,31,53.01,9.03,62.01,19.46
448,Krasnosel'kup,100,RU,1587401450,96,65.7,82.47,33.82,10.94
449,Kununurra,16,AU,1587401450,83,-15.77,128.73,75.2,2.17
450,Anadyr,51,RU,1587401450,84,64.75,177.48,5.0,5.35
451,Esna,0,EG,1587401451,24,25.29,32.55,91.4,8.19
452,Namatanai,15,PG,1587401451,73,-3.67,152.43,82.31,2.84
453,Nova Olinda do Norte,53,BR,1587401452,67,-3.89,-59.09,88.27,0.72
454,Arrondissement de Lannion,100,FR,1587401452,93,48.75,-3.42,51.8,6.93
455,Mogok,0,MM,1587401452,25,22.92,96.5,73.67,3.29
456,Sitka,90,US,1587401453,81,57.05,-135.33,42.8,9.17
457,Ouésso,80,CG,1587401453,74,1.61,16.05,76.78,1.68
458,Anūpgarh,18,IN,1587401454,34,29.19,73.21,81.27,17.65
459,Fayetteville,90,US,1587401390,87,35.05,-78.88,55.99,17.22
460,Nome,90,US,1587401454,97,64.5,-165.41,32.0,4.7
461,Asadābād,52,IR,1587401455,35,34.78,48.12,56.7,4.07
462,Umm Bāb,75,QA,1587401455,61,25.21,50.81,81.0,6.93
463,Lixouri,100,GR,1587401456,73,38.2,20.43,66.0,3.0
464,Tamasane,20,BW,1587401456,47,-22.42,27.4,77.0,4.7
465,Yumen,100,CN,1587401457,21,40.28,97.2,45.93,9.6
466,Tahoua,20,NE,1587401457,16,14.89,5.27,104.0,4.7
467,Skælskør,0,DK,1587401458,69,55.25,11.29,57.2,9.17
468,Billings Metropolitan Area,20,US,1587401386,33,45.78,-108.5,60.01,16.11
469,Snåase,40,NO,1587401459,57,64.25,12.38,50.0,5.82
470,Cockburn Town,3,TC,1587401215,81,21.46,-71.14,79.79,16.78
471,Riachão,26,BR,1587401459,63,-7.36,-46.62,83.95,6.22
472,Baykit,100,RU,1587401460,93,61.67,96.37,28.8,3.24
473,Elyria,1,US,1587401460,31,41.37,-82.11,51.01,4.7
474,Jagüey Grande,75,CU,1587401460,44,22.53,-81.13,93.2,10.29
475,Formosa,0,AR,1587401203,43,-26.18,-58.18,87.8,4.7
476,Igarka,100,RU,1587401461,97,67.47,86.58,33.58,9.84
477,Bridgetown,20,BB,1587401291,58,13.1,-59.62,86.0,21.92
478,Bocana de Paiwas,18,NI,1587401462,23,12.79,-85.12,96.78,7.16
479,Nyurba,93,RU,1587401462,95,63.28,118.33,22.14,2.8
480,Glazov,52,RU,1587401462,81,58.14,52.66,35.53,3.65
481,Tilichiki,91,RU,1587401463,93,60.47,166.1,11.19,6.6
482,La Ronge,40,CA,1587401463,53,55.1,-105.28,23.0,12.75
483,Vuktyl,71,RU,1587401463,96,63.86,57.31,31.24,5.39
484,Kupang,0,ID,1587401249,77,-10.17,123.58,80.89,11.5
485,Novooleksiyivka,32,UA,1587401464,59,46.23,34.64,47.93,12.41
486,Richards Bay,0,ZA,1587401464,84,-28.78,32.04,73.33,14.85
487,Vakhrushev,100,RU,1587401465,94,48.98,142.97,32.94,12.26
488,Atasū,82,KZ,1587401465,34,48.68,71.64,59.32,11.52
489,North Branch,90,US,1587401338,73,45.51,-92.98,50.0,9.17
490,Piteå,43,SE,1587401466,49,65.32,21.48,48.2,13.87
491,Mahon,75,ES,1587401466,93,39.89,4.27,60.8,5.82
492,Olafsvik,100,IS,1587401466,91,64.89,-23.71,44.87,17.63
493,Kermen,90,BG,1587401467,62,42.5,26.25,53.6,11.41
494,Manggar,40,ID,1587401467,79,-2.88,108.27,81.82,3.8
495,Río Gallegos,20,AR,1587401467,46,-51.62,-69.22,53.6,36.91
496,Emirdağ,83,TR,1587401468,46,39.02,31.15,57.92,4.56
497,Sydney,98,AU,1587400921,72,-33.87,151.21,63.0,12.75
498,Rivers,75,CA,1587401468,55,50.03,-100.24,39.2,26.4
499,Marsá Maţrūḩ,100,EG,1587401469,59,31.35,27.25,64.4,8.05
500,Acatlán,0,MX,1587401469,20,20.15,-98.45,78.28,6.31
501,Loknya,82,RU,1587401469,85,56.83,30.15,37.29,4.45
502,Santomera,100,ES,1587401470,41,38.06,-1.05,72.0,7.0
503,Alta,82,NO,1587401470,65,69.97,23.27,41.0,19.46
504,Makakilo City,1,US,1587401470,88,21.35,-158.09,68.0,3.36
505,College,90,US,1587401471,100,64.86,-147.8,37.4,3.36
506,Abay,99,KZ,1587401471,66,49.63,72.85,50.0,13.42
507,Lodwar,98,KE,1587401471,38,3.12,35.6,86.61,7.63
508,Sheridan,20,US,1587401472,37,44.83,-106.92,57.0,14.99
509,Nemuro,100,JP,1587401381,98,43.32,145.57,39.97,22.06
510,Storforshei,100,NO,1587401472,88,66.4,14.52,39.0,4.0
511,Grand Baie,16,MU,1587401395,82,-20.02,57.58,73.0,7.0
512,Saucillo,82,MX,1587401473,10,28.02,-105.28,81.73,10.42
513,Marathon,1,US,1587401473,40,44.9,-89.77,53.01,17.22
514,Waipawa,92,NZ,1587401474,76,-41.41,175.52,53.6,5.82
515,Merauke,98,ID,1587401474,89,-8.47,140.33,78.58,9.69
516,Kalmunai,61,LK,1587401474,79,7.42,81.82,82.67,6.8
517,Mount Gambier,73,AU,1587401475,100,-37.83,140.77,46.4,8.05
518,Kirkenes,40,NO,1587401475,69,69.73,30.05,37.4,31.09
519,Kalāleh,20,IR,1587401475,88,37.38,55.49,64.4,3.58
520,Arman',0,RU,1587401476,85,59.7,150.17,7.99,6.73
521,Payo,42,ID,1587401476,87,-3.75,103.64,75.13,1.32
522,Kattivākkam,20,IN,1587401477,70,13.22,80.32,86.0,5.82
523,Panubigan,97,PH,1587401477,77,7.43,123.35,80.74,4.99
524,Meulaboh,89,ID,1587401477,83,4.14,96.13,80.42,3.62
525,Dar es Salaam,75,TZ,1587401478,88,-6.82,39.27,80.6,3.36
526,Ciudad Bolivar,58,VE,1587401478,32,8.12,-63.55,96.4,6.46
527,Shubarkuduk,19,KZ,1587401478,71,49.14,56.49,55.99,9.4
528,Kieta,76,PG,1587401479,77,-6.22,155.63,79.36,1.97
529,Wajir,75,KE,1587401479,55,1.75,40.06,87.8,8.03
530,Laurel,40,US,1587401362,58,39.1,-76.85,57.0,5.82
531,Shihezi,35,CN,1587401480,39,44.3,86.03,59.72,2.42
532,Evensk,98,RU,1587401480,89,61.95,159.23,12.56,7.27
533,Zahir Pir,70,PK,1587401480,25,28.81,70.52,84.72,7.67
534,Atbasar,100,KZ,1587401481,42,51.8,68.33,62.24,9.57
535,Gazli,3,UZ,1587401481,19,40.13,63.45,73.85,3.98
